date_key,rules_version,kpi_daily_catch,kpi_daily_catch_prev,kpi_daily_catch_avg7d,kpi_dau,kpi_dau_prev,kpi_dau_avg7d,kpi_fishing_dau,kpi_fishing_dau_prev,kpi_fishing_dau_avg7d,kpi_catch_per_fisher,kpi_catch_per_fisher_prev,kpi_catch_per_fisher_avg7d,kpi_disconnect_rate,kpi_disconnect_rate_prev,kpi_disconnect_rate_avg7d,kpi_abandon_rate,kpi_abandon_rate_prev,kpi_abandon_rate_avg7d,kpi_avg_pop_ratio,kpi_avg_pop_ratio_prev,kpi_avg_pop_ratio_avg7d
2026-07-11,v0.4.1,10,0,15,40,0,22,7,0,3,1.43,,15,266.7,,324.1,0,,0,95.8,,89.6
