date_key,rules_version,kpi_daily_catch,kpi_daily_catch_prev,kpi_daily_catch_avg7d,kpi_daily_catch_human,kpi_daily_catch_human_prev,kpi_daily_catch_human_avg7d,kpi_daily_catch_bot,kpi_daily_catch_bot_prev,kpi_daily_catch_bot_avg7d,kpi_dau,kpi_dau_prev,kpi_dau_avg7d,kpi_fishing_dau,kpi_fishing_dau_prev,kpi_fishing_dau_avg7d,kpi_catch_per_fisher,kpi_catch_per_fisher_prev,kpi_catch_per_fisher_avg7d,kpi_disconnect_rate,kpi_disconnect_rate_prev,kpi_disconnect_rate_avg7d,kpi_abandon_rate,kpi_abandon_rate_prev,kpi_abandon_rate_avg7d,kpi_avg_pop_ratio,kpi_avg_pop_ratio_prev,kpi_avg_pop_ratio_avg7d
2026-07-05,v0.4.1-test,8,0,1,3,0,0,5,0,1,3,1,1,2,0,0,1.5,,1.5,50,,50,0,,0,83.4,,83.4
