date_key,rules_version,kpi_daily_catch,kpi_daily_catch_prev,kpi_daily_catch_avg7d,kpi_daily_catch_human,kpi_daily_catch_human_prev,kpi_daily_catch_human_avg7d,kpi_daily_catch_bot,kpi_daily_catch_bot_prev,kpi_daily_catch_bot_avg7d,kpi_dau,kpi_dau_prev,kpi_dau_avg7d,kpi_fishing_dau,kpi_fishing_dau_prev,kpi_fishing_dau_avg7d,kpi_catch_per_fisher,kpi_catch_per_fisher_prev,kpi_catch_per_fisher_avg7d,kpi_disconnect_rate,kpi_disconnect_rate_prev,kpi_disconnect_rate_avg7d,kpi_abandon_rate,kpi_abandon_rate_prev,kpi_abandon_rate_avg7d,kpi_avg_pop_ratio,kpi_avg_pop_ratio_prev,kpi_avg_pop_ratio_avg7d
2026-08-13,v0.4.1,123457,43395,24290,0,0,0,123457,43395,24290,3,4,1,3,4,1,0,0,0,50,47.6,53.93,100,36.8,60.77,46.2,60,80.97
