date_key,rules_version,kpi_daily_catch,kpi_daily_catch_prev,kpi_daily_catch_avg7d,kpi_daily_catch_human,kpi_daily_catch_human_prev,kpi_daily_catch_human_avg7d,kpi_daily_catch_bot,kpi_daily_catch_bot_prev,kpi_daily_catch_bot_avg7d,kpi_dau,kpi_dau_prev,kpi_dau_avg7d,kpi_fishing_dau,kpi_fishing_dau_prev,kpi_fishing_dau_avg7d,kpi_catch_per_fisher,kpi_catch_per_fisher_prev,kpi_catch_per_fisher_avg7d,kpi_disconnect_rate,kpi_disconnect_rate_prev,kpi_disconnect_rate_avg7d,kpi_abandon_rate,kpi_abandon_rate_prev,kpi_abandon_rate_avg7d,kpi_avg_pop_ratio,kpi_avg_pop_ratio_prev,kpi_avg_pop_ratio_avg7d
2026-08-12,v0.4.1,43395,2602,6654,0,2,0,43395,2600,6653,4,1,1,4,0,1,0,,0,47.6,50,55.23,36.8,,41.15,60,90,87.77
